Date,Close
1/2/2014 15:30:00,15.65
1/3/2014 15:30:00,14.8
1/6/2014 15:30:00,14.95
1/7/2014 15:30:00,15.4
1/8/2014 15:30:00,15.3
1/9/2014 15:30:00,15.15
1/10/2014 15:30:00,14.65
1/13/2014 15:30:00,14.4
1/14/2014 15:30:00,14.5
1/15/2014 15:30:00,16.15
1/16/2014 15:30:00,15.2
1/17/2014 15:30:00,14.75
1/20/2014 15:30:00,14.3
1/21/2014 15:30:00,14.6
1/22/2014 15:30:00,14.5
1/23/2014 15:30:00,14.35
1/24/2014 15:30:00,14.05
1/27/2014 15:30:00,13.55
1/28/2014 15:30:00,13.65
1/29/2014 15:30:00,13.7
1/30/2014 15:30:00,13.5
1/31/2014 15:30:00,13.45
2/3/2014 15:30:00,13.4
2/4/2014 15:30:00,13.4
2/5/2014 15:30:00,13.25
2/6/2014 15:30:00,13.2
2/7/2014 15:30:00,13.25
2/10/2014 15:30:00,14
2/11/2014 15:30:00,14.15
2/12/2014 15:30:00,14.2
2/13/2014 15:30:00,13.45
2/14/2014 15:30:00,13.35
2/17/2014 15:30:00,13.4
2/18/2014 15:30:00,14.2
2/20/2014 15:30:00,13.95
2/21/2014 15:30:00,13.9
2/24/2014 15:30:00,13.9
2/25/2014 15:30:00,14.1
2/26/2014 15:30:00,13.9
2/28/2014 15:30:00,13.95
3/3/2014 15:30:00,13.85
3/4/2014 15:30:00,13.8
3/5/2014 15:30:00,13.8
3/6/2014 15:30:00,14
3/7/2014 15:30:00,13.85
3/10/2014 15:30:00,13.75
3/11/2014 15:30:00,14
3/12/2014 15:30:00,13.75
3/13/2014 15:30:00,13.8
3/14/2014 15:30:00,13.7
3/18/2014 15:30:00,13.45
3/19/2014 15:30:00,13.15
3/20/2014 15:30:00,13.2
3/21/2014 15:30:00,13.4
3/24/2014 15:30:00,13.6
3/25/2014 15:30:00,13.4
3/26/2014 15:30:00,13.2
3/27/2014 15:30:00,13.35
3/28/2014 15:30:00,13.75
3/31/2014 15:30:00,13.95
4/1/2014 15:30:00,13.95
4/2/2014 15:30:00,14.5
4/3/2014 15:30:00,13.95
4/4/2014 15:30:00,14.8
4/7/2014 15:30:00,14.8
4/9/2014 15:30:00,15.05
4/10/2014 15:30:00,14.95
4/11/2014 15:30:00,15.95
4/15/2014 15:30:00,15.25
4/16/2014 15:30:00,14.55
4/17/2014 15:30:00,14.65
4/21/2014 15:30:00,15.05
4/22/2014 15:30:00,15.5
4/23/2014 15:30:00,15.4
4/25/2014 15:30:00,15.55
4/28/2014 15:30:00,15.7
4/29/2014 15:30:00,17.05
4/30/2014 15:30:00,15.8
5/2/2014 15:30:00,15.5
5/5/2014 15:30:00,15.15
5/6/2014 15:30:00,15.15
5/7/2014 15:30:00,14.8
5/8/2014 15:30:00,14.7
5/9/2014 15:30:00,14.8
5/12/2014 15:30:00,14.95
5/13/2014 15:30:00,16.1
5/14/2014 15:30:00,16.3
5/15/2014 15:30:00,16.15
5/16/2014 15:30:00,15.4
5/19/2014 15:30:00,16.95
5/20/2014 15:30:00,17.35
5/21/2014 15:30:00,18.95
5/22/2014 15:30:00,19.3
5/23/2014 15:30:00,20.45
5/26/2014 15:30:00,18.35
5/27/2014 15:30:00,20.2
5/28/2014 15:30:00,21.55
5/29/2014 15:30:00,20.3
5/30/2014 15:30:00,20.25
6/2/2014 15:30:00,20.1
6/3/2014 15:30:00,20.3
6/4/2014 15:30:00,20.05
6/5/2014 15:30:00,21
6/6/2014 15:30:00,20.25
6/9/2014 15:30:00,20.45
6/10/2014 15:30:00,19.9
6/11/2014 15:30:00,19.4
6/12/2014 15:30:00,19.65
6/13/2014 15:30:00,18.75
6/16/2014 15:30:00,18.75
